,0,1
0,0.0,-4.885265142363682e-05
1,3.90625e-05,3.115785339441973e-19
2,7.8125e-05,4.178588712178599e-05
3,0.0001171875,7.575867907902687e-06
4,0.00015625,-3.436784274949813e-05
5,0.0001953125,-1.2710944309697462e-05
6,0.000234375,2.7091853167317574e-05
7,0.0002734375,1.5784055929568868e-05
8,0.0003125,-2.0311207973053234e-05
9,0.0003515625,-1.718328257194198e-05
10,0.000390625,1.4257732100805494e-05
11,0.0004296875,1.7282596825005393e-05
12,0.00046875,-9.061913919668746e-06
13,0.0005078125,-1.6425532206272046e-05
14,0.000546875,4.77308270795166e-06
15,0.0005859375,1.4914872005079489e-05
16,0.000625,-1.3785367956877918e-06
17,0.0006640625,-1.300729765406762e-05
18,0.000703125,-1.17912500671331e-06
19,0.0007421875,1.0911953462654816e-05
20,0.00078125,2.9869188351566668e-06
21,0.0008203125,-8.79195383291385e-06
22,0.000859375,-4.1488465139269815e-06
23,0.0008984375,6.76796216025855e-06
24,0.0009375,4.775742041038997e-06
25,0.0009765625,-4.923092882665453e-06
26,0.001015625,-4.977475578604475e-06
27,0.0010546875,3.308517858267412e-06
28,0.00109375,4.857301620294497e-06
29,0.0011328125,-1.949286443181359e-06
30,0.001171875,-4.5080799149557436e-06
31,0.0012109375,8.499888222595182e-07
32,0.00125,4.0100698248830324e-06
33,0.0012890625,4.746848579097773e-20
34,0.001328125,-3.4299944868901968e-06
35,0.0013671875000000001,-6.218651067950036e-07
36,0.00140625,2.8210843247989264e-06
37,0.0014453125,1.0433778461699465e-06
38,0.001484375,-2.2238347299581042e-06
39,0.0015234375,-1.2956342092581827e-06
40,0.0015625,1.6672454785177312e-06
41,0.0016015625000000001,1.4104897262719493e-06
42,0.001640625,-1.1703459198745086e-06
43,0.0016796875,-1.4186419365979866e-06
44,0.00171875,7.438471916258724e-07
45,0.0017578125,1.3482897885486754e-06
46,0.001796875,-3.9179848751397855e-07
47,0.0018359375000000001,-1.2242872480125744e-06
48,0.001875,1.1315719097703636e-07
49,0.0019140625,1.0677040100347827e-06
50,0.001953125,9.678847455345807e-08
51,0.0019921875,-8.957076849660699e-07
52,0.00203125,-2.4518122847354826e-07
53,0.0020703125,7.216875182761263e-07
54,0.002109375,3.4055806038645797e-07
55,0.0021484375,-5.555481646114255e-07
56,0.0021875,-3.920167788667638e-07
57,0.0022265625000000002,4.0411207249892325e-07
58,0.002265625,4.085760760202352e-07
59,0.0023046875,-2.715796838430172e-07
60,0.00234375,-3.9871159681772727e-07
61,0.0023828125,1.6000717500612954e-07
62,0.002421875,3.7004573361556954e-07
63,0.0024609375,-6.977133130551485e-08
64,0.0025,-3.291665760572609e-07
65,0.0025390625,-1.1980339620414755e-21
66,0.002578125,2.815510927363617e-07
67,0.0026171875,5.104579643553086e-08
68,0.00265625,-2.315687029190234e-07
69,0.0026953125000000002,-8.564566906707074e-08
70,0.0027343750000000003,1.8254347074838776e-07
71,0.0027734375,1.0635213228404196e-07
72,0.0028125,-1.3685584280983367e-07
73,0.0028515625,-1.1578004724005532e-07
74,0.002890625,9.60678432223888e-08
75,0.0029296875,1.1644922141344796e-07
76,0.00296875,-6.105869570100162e-08
77,0.0030078125,-1.1067436543763441e-07
78,0.003046875,3.216077830842848e-08
79,0.0030859375,1.0049561706836884e-07
80,0.003125,-9.288507865635114e-09
81,0.0031640625,-8.764248219443636e-08
82,0.0032031250000000002,-7.944881800533741e-09
83,0.0032421875000000003,7.352416408785556e-08
84,0.00328125,2.0125700801856436e-08
85,0.0033203125,-5.923971894458098e-08
86,0.003359375,-2.7954707918182554e-08
87,0.0033984375,4.5602170327638626e-08
88,0.0034375,3.217869675382544e-08
89,0.0034765625,-3.31715389149753e-08
90,0.003515625,-3.3537966637880304e-08
91,0.0035546875,2.2292617974533227e-08
92,0.00359375,3.2728240876116476e-08
93,0.0036328125,-1.3134188740192378e-08
94,0.0036718750000000002,-3.0375203534613614e-08
95,0.0037109375000000003,5.727179634201037e-09
96,0.00375,2.7019637942693917e-08
97,0.0037890625,-1.2315890913533246e-22
98,0.003828125,-2.311112105982147e-08
99,0.0038671875,-4.190094130164971e-09
100,0.00390625,1.900831666044579e-08
101,0.0039453125,7.030224627513219e-09
102,0.003984375,-1.498408054518319e-08
103,0.0040234375,-8.729914632183398e-09
104,0.0040625,1.1233811668717787e-08
105,0.0041015625,9.503805018375335e-09
106,0.004140625,-7.885728778710262e-09
107,0.0041796875,-9.558734179477268e-09
108,0.00421875,5.0120029525938645e-09
109,0.0042578125,9.084705134649061e-09
110,0.004296875,-2.6399174431909426e-09
111,0.0043359375,-8.249182588764993e-09
112,0.004375,7.624471553687997e-10
113,0.0044140625000000005,7.194133030325383e-09
114,0.0044531250000000005,6.521556116634159e-10
115,0.0044921875000000005,-6.035230907974875e-09
116,0.00453125,-1.6520181226253366e-09
117,0.0045703125,4.862692248045985e-09
118,0.004609375,2.294662160995226e-09
119,0.0046484375,-3.743254088591038e-09
120,0.0046875,-2.6413882787565886e-09
121,0.0047265625,2.7228857261882216e-09
122,0.004765625,2.7529639453186193e-09
123,0.0048046875,-1.8298895157626857e-09
124,0.00484375,-2.686497607278545e-09
125,0.0048828125,1.0781198646645935e-09
126,0.004921875,2.4933485403393893e-09
127,0.0049609375,-4.701155323920998e-10
128,0.005,-2.2179069433442514e-09
129,0.0050390625,0.0
130,0.005078125,0.0
131,0.0051171875,0.0
132,0.00515625,0.0
133,0.0051953125,0.0
134,0.005234375,0.0
135,0.0052734375,0.0
136,0.0053125,0.0
137,0.0053515625,0.0
138,0.0053906250000000005,0.0
139,0.0054296875000000005,0.0
140,0.0054687500000000005,0.0
141,0.0055078125,0.0
142,0.005546875,0.0
143,0.0055859375,0.0
144,0.005625,0.0
145,0.0056640625,0.0
146,0.005703125,0.0
147,0.0057421875,0.0
148,0.00578125,0.0
149,0.0058203125,0.0
150,0.005859375,0.0
151,0.0058984375,0.0
152,0.0059375,0.0
153,0.0059765625,0.0
154,0.006015625,0.0
155,0.0060546875,0.0
156,0.00609375,0.0
157,0.0061328125,0.0
158,0.006171875,0.0
159,0.0062109375,0.0
160,0.00625,0.0
161,0.0062890625,0.0
162,0.006328125,0.0
163,0.0063671875000000005,0.0
164,0.0064062500000000005,0.0
165,0.0064453125000000005,0.0
166,0.0064843750000000006,0.0
167,0.0065234375,0.0
168,0.0065625,0.0
169,0.0066015625,0.0
170,0.006640625,0.0
171,0.0066796875,0.0
172,0.00671875,0.0
173,0.0067578125,0.0
174,0.006796875,0.0
175,0.0068359375,0.0
176,0.006875,0.0
177,0.0069140625,0.0
178,0.006953125,0.0
179,0.0069921875,0.0
180,0.00703125,0.0
181,0.0070703125,0.0
182,0.007109375,0.0
183,0.0071484375,0.0
184,0.0071875,0.0
185,0.0072265625,0.0
186,0.007265625,0.0
187,0.0073046875,0.0
188,0.0073437500000000005,0.0
189,0.0073828125000000005,0.0
190,0.0074218750000000005,0.0
191,0.0074609375000000006,0.0
192,0.0075,0.0
193,0.0075390625,0.0
194,0.007578125,0.0
195,0.0076171875,0.0
196,0.00765625,0.0
197,0.0076953125,0.0
198,0.007734375,0.0
199,0.0077734375,0.0
200,0.0078125,0.0
201,0.007851562500000001,0.0
202,0.007890625,0.0
203,0.007929687500000001,0.0
204,0.00796875,0.0
205,0.0080078125,0.0
206,0.008046875,0.0
207,0.0080859375,0.0
208,0.008125,0.0
209,0.0081640625,0.0
210,0.008203125,0.0
211,0.0082421875,0.0
212,0.00828125,0.0
213,0.0083203125,0.0
214,0.008359375,0.0
215,0.0083984375,0.0
216,0.0084375,0.0
217,0.0084765625,0.0
218,0.008515625,0.0
219,0.0085546875,0.0
220,0.00859375,0.0
221,0.0086328125,0.0
222,0.008671875,0.0
223,0.0087109375,0.0
224,0.00875,0.0
225,0.0087890625,0.0
226,0.008828125000000001,0.0
227,0.0088671875,0.0
228,0.008906250000000001,0.0
229,0.0089453125,0.0
230,0.008984375000000001,0.0
231,0.0090234375,0.0
232,0.0090625,0.0
233,0.0091015625,0.0
234,0.009140625,0.0
235,0.0091796875,0.0
236,0.00921875,0.0
237,0.0092578125,0.0
238,0.009296875,0.0
239,0.0093359375,0.0
240,0.009375,0.0
241,0.0094140625,0.0
242,0.009453125,0.0
243,0.0094921875,0.0
244,0.00953125,0.0
245,0.0095703125,0.0
246,0.009609375,0.0
247,0.0096484375,0.0
248,0.0096875,0.0
249,0.0097265625,0.0
250,0.009765625,0.0
251,0.009804687500000001,0.0
252,0.00984375,0.0
253,0.009882812500000001,0.0
254,0.009921875,0.0
255,0.009960937500000001,0.0
256,0.01,0.0
257,0.0100390625,0.0
258,0.010078125,0.0
259,0.0101171875,0.0
260,0.01015625,0.0
261,0.0101953125,0.0
262,0.010234375,0.0
263,0.0102734375,0.0
264,0.0103125,0.0
265,0.0103515625,0.0
266,0.010390625,0.0
267,0.0104296875,0.0
268,0.01046875,0.0
269,0.0105078125,0.0
270,0.010546875,0.0
271,0.0105859375,0.0
272,0.010625,0.0
273,0.0106640625,0.0
274,0.010703125,0.0
275,0.0107421875,0.0
276,0.010781250000000001,0.0
277,0.0108203125,0.0
278,0.010859375000000001,0.0
279,0.0108984375,0.0
280,0.010937500000000001,0.0
281,0.0109765625,0.0
282,0.011015625,0.0
283,0.0110546875,0.0
284,0.01109375,0.0
285,0.0111328125,0.0
286,0.011171875,0.0
287,0.0112109375,0.0
288,0.01125,0.0
289,0.0112890625,0.0
290,0.011328125,0.0
291,0.0113671875,0.0
292,0.01140625,0.0
293,0.0114453125,0.0
294,0.011484375,0.0
295,0.0115234375,0.0
296,0.0115625,0.0
297,0.0116015625,0.0
298,0.011640625,0.0
299,0.0116796875,0.0
300,0.01171875,0.0
301,0.011757812500000001,0.0
302,0.011796875,0.0
303,0.011835937500000001,0.0
304,0.011875,0.0
305,0.011914062500000001,0.0
306,0.011953125,0.0
307,0.011992187500000001,0.0
308,0.01203125,0.0
309,0.0120703125,0.0
310,0.012109375,0.0
311,0.0121484375,0.0
312,0.0121875,0.0
313,0.0122265625,0.0
314,0.012265625,0.0
315,0.0123046875,0.0
316,0.01234375,0.0
317,0.0123828125,0.0
318,0.012421875,0.0
319,0.0124609375,0.0
320,0.0125,0.0
321,0.0125390625,0.0
322,0.012578125,0.0
323,0.0126171875,0.0
324,0.01265625,0.0
325,0.0126953125,0.0
326,0.012734375000000001,0.0
327,0.0127734375,0.0
328,0.012812500000000001,0.0
329,0.0128515625,0.0
330,0.012890625000000001,0.0
331,0.0129296875,0.0
332,0.012968750000000001,0.0
333,0.0130078125,0.0
334,0.013046875,0.0
335,0.0130859375,0.0
336,0.013125,0.0
337,0.0131640625,0.0
338,0.013203125,0.0
339,0.0132421875,0.0
340,0.01328125,0.0
341,0.0133203125,0.0
342,0.013359375,0.0
343,0.0133984375,0.0
344,0.0134375,0.0
345,0.0134765625,0.0
346,0.013515625,0.0
347,0.0135546875,0.0
348,0.01359375,0.0
349,0.0136328125,0.0
350,0.013671875,0.0
351,0.013710937500000001,0.0
352,0.01375,0.0
353,0.013789062500000001,0.0
354,0.013828125,0.0
355,0.013867187500000001,0.0
356,0.01390625,0.0
357,0.013945312500000001,0.0
358,0.013984375,0.0
359,0.0140234375,0.0
360,0.0140625,0.0
361,0.0141015625,0.0
362,0.014140625,0.0
363,0.0141796875,0.0
364,0.01421875,0.0
365,0.0142578125,0.0
366,0.014296875,0.0
367,0.0143359375,0.0
368,0.014375,0.0
369,0.0144140625,0.0
370,0.014453125,0.0
371,0.0144921875,0.0
372,0.01453125,0.0
373,0.0145703125,0.0
374,0.014609375,0.0
375,0.0146484375,0.0
376,0.014687500000000001,0.0
377,0.0147265625,0.0
378,0.014765625000000001,0.0
379,0.0148046875,0.0
380,0.014843750000000001,0.0
381,0.0148828125,0.0
382,0.014921875000000001,0.0
383,0.0149609375,0.0
384,0.015,0.0
385,0.0150390625,0.0
386,0.015078125,0.0
387,0.0151171875,0.0
388,0.01515625,0.0
389,0.0151953125,0.0
390,0.015234375,0.0
391,0.0152734375,0.0
392,0.0153125,0.0
393,0.0153515625,0.0
394,0.015390625,0.0
395,0.0154296875,0.0
396,0.01546875,0.0
397,0.0155078125,0.0
398,0.015546875,0.0
399,0.0155859375,0.0
400,0.015625,0.0
401,0.0156640625,0.0
402,0.015703125000000002,0.0
403,0.0157421875,0.0
404,0.01578125,0.0
405,0.0158203125,0.0
406,0.015859375000000002,0.0
407,0.0158984375,0.0
408,0.0159375,0.0
409,0.0159765625,0.0
410,0.016015625,0.0
411,0.0160546875,0.0
412,0.01609375,0.0
413,0.0161328125,0.0
414,0.016171875,0.0
415,0.0162109375,0.0
416,0.01625,0.0
417,0.0162890625,0.0
418,0.016328125,0.0
419,0.0163671875,0.0
420,0.01640625,0.0
421,0.0164453125,0.0
422,0.016484375,0.0
423,0.0165234375,0.0
424,0.0165625,0.0
425,0.0166015625,0.0
426,0.016640625,0.0
427,0.016679687500000002,0.0
428,0.01671875,0.0
429,0.0167578125,0.0
430,0.016796875,0.0
431,0.016835937500000002,0.0
432,0.016875,0.0
433,0.0169140625,0.0
434,0.016953125,0.0
435,0.016992187500000002,0.0
436,0.01703125,0.0
437,0.0170703125,0.0
438,0.017109375,0.0
439,0.0171484375,0.0
440,0.0171875,0.0
441,0.0172265625,0.0
